18, 0, 226956, 3, 9, 2, 2, 1, 0, 1, 0, 0, 30, ?, 0
47, 0, 51835, 4, 15, 0, 5, 0, 0, 1, 0, 1902, 60, 14, 1
50, 3, 251585, 0, 13, 1, 4, 3, 0, 0, 0, 0, 55, 0, 1
47, 2, 109832, 3, 9, 1, 4, 3, 0, 0, 0, 0, 60, 0, 0
43, 0, 237993, 1, 10, 0, 0, 2, 0, 0, 0, 0, 40, 0, 1
46, 0, 216666, 14, 3, 0, 7, 2, 0, 0, 0, 0, 40, 20, 0
35, 0, 56352, 6, 11, 0, 2, 2, 0, 0, 0, 0, 40, 3, 0
41, 0, 147372, 3, 9, 0, 8, 2, 0, 0, 0, 0, 48, 0, 0
30, 0, 188146, 3, 9, 0, 7, 2, 0, 0, 5013, 0, 40, 0, 0
30, 0, 59496, 0, 13, 0, 3, 2, 0, 0, 2407, 0, 40, 0, 0
32, ?, 293936, 8, 4, 5, ?, 3, 0, 0, 0, 0, 40, ?, 0
48, 0, 149640, 3, 9, 0, 10, 2, 0, 0, 0, 0, 40, 0, 0
42, 0, 116632, 13, 16, 0, 5, 2, 0, 0, 0, 0, 45, 0, 1
29, 0, 105598, 1, 10, 1, 0, 3, 0, 0, 0, 0, 58, 0, 0
36, 0, 155537, 3, 9, 0, 1, 2, 0, 0, 0, 0, 40, 0, 0
28, 0, 183175, 1, 10, 1, 8, 3, 0, 1, 0, 0, 40, 0, 0
53, 0, 169846, 3, 9, 0, 8, 0, 0, 1, 0, 0, 40, 0, 1
49, 2, 191681, 1, 10, 0, 4, 2, 0, 0, 0, 0, 50, 0, 1
25, ?, 200681, 1, 10, 2, ?, 1, 0, 0, 0, 0, 40, 0, 0
19, 0, 101509, 1, 10, 2, 5, 1, 0, 0, 0, 0, 32, 0, 0
31, 0, 309974, 0, 13, 3, 3, 1, 4, 1, 0, 0, 40, 0, 0
29, 1, 162298, 0, 13, 0, 3, 2, 0, 0, 0, 0, 70, 0, 1
23, 0, 211678, 1, 10, 2, 7, 3, 0, 0, 0, 0, 40, 0, 0
79, 0, 124744, 1, 10, 0, 5, 4, 0, 0, 0, 0, 20, 0, 0
27, 0, 213921, 3, 9, 2, 2, 1, 0, 0, 0, 0, 40, 20, 0
40, 0, 32214, 5, 12, 0, 8, 2, 0, 0, 0, 0, 40, 0, 0
67, ?, 212759, 12, 6, 0, ?, 2, 0, 0, 0, 0, 2, 0, 0
18, 0, 309634, 2, 7, 2, 2, 1, 0, 1, 0, 0, 22, 0, 0
31, 4, 125927, 8, 4, 0, 9, 2, 0, 0, 0, 0, 40, 0, 0
18, 0, 446839, 3, 9, 2, 3, 3, 0, 0, 0, 0, 30, 0, 0
52, 0, 276515, 0, 13, 0, 2, 2, 0, 0, 0, 0, 40, 12, 0
46, 0, 51618, 3, 9, 0, 2, 0, 0, 1, 0, 0, 40, 0, 0
59, 0, 159937, 3, 9, 0, 3, 2, 0, 0, 0, 0, 48, 0, 0
44, 0, 343591, 3, 9, 1, 1, 3, 0, 1, 14344, 0, 40, 0, 1
53, 0, 346253, 3, 9, 1, 3, 1, 0, 1, 0, 0, 35, 0, 0
49, 4, 268234, 3, 9, 0, 12, 2, 0, 0, 0, 0, 40, 0, 1
33, 0, 202051, 10, 14, 0, 5, 2, 0, 0, 0, 0, 50, 0, 0
30, 0, 54334, 7, 5, 2, 3, 3, 0, 0, 0, 0, 40, 0, 0
43, 3, 410867, 13, 16, 2, 5, 3, 0, 1, 0, 0, 50, 0, 1
57, 0, 249977, 6, 11, 0, 5, 2, 0, 0, 0, 0, 40, 0, 0
37, 0, 286730, 1, 10, 1, 1, 5, 0, 1, 0, 0, 40, 0, 0
28, 0, 212563, 1, 10, 1, 7, 5, 4, 1, 0, 0, 25, 0, 0
30, 0, 117747, 3, 9, 0, 3, 0, 1, 1, 0, 1573, 35, ?, 0
34, 4, 226296, 0, 13, 0, 12, 2, 0, 0, 0, 0, 40, 0, 1
29, 4, 115585, 1, 10, 2, 6, 3, 0, 0, 0, 0, 50, 0, 0
48, 1, 191277, 13, 16, 0, 5, 2, 0, 0, 0, 1902, 60, 0, 1
37, 0, 202683, 1, 10, 0, 3, 2, 0, 0, 0, 0, 48, 0, 1
48, 0, 171095, 5, 12, 1, 4, 5, 0, 1, 0, 0, 40, 2, 0
32, 3, 249409, 3, 9, 2, 2, 1, 4, 0, 0, 0, 40, 0, 0
76, 0, 124191, 10, 14, 0, 4, 2, 0, 0, 0, 0, 40, 0, 1
44, 0, 198282, 0, 13, 0, 4, 2, 0, 0, 15024, 0, 60, 0, 1
47, 1, 149116, 10, 14, 2, 5, 3, 0, 1, 0, 0, 50, 0, 0
20, 0, 188300, 1, 10, 2, 0, 1, 0, 1, 0, 0, 40, 0, 0
29, 0, 103432, 3, 9, 2, 1, 3, 0, 0, 0, 0, 40, 0, 0
32, 2, 317660, 3, 9, 0, 1, 2, 0, 0, 7688, 0, 40, 0, 1
17, ?, 304873, 12, 6, 2, ?, 1, 0, 1, 34095, 0, 32, 0, 0
30, 0, 194901, 2, 7, 2, 6, 1, 0, 0, 0, 0, 40, 0, 0
31, 4, 189265, 3, 9, 2, 8, 3, 0, 1, 0, 0, 40, 0, 0
42, 0, 124692, 3, 9, 0, 6, 2, 0, 0, 0, 0, 40, 0, 0
24, 0, 432376, 0, 13, 2, 3, 4, 0, 0, 0, 0, 40, 0, 0
38, 0, 65324, 4, 15, 0, 5, 2, 0, 0, 0, 0, 40, 0, 1
56, 1, 335605, 3, 9, 0, 2, 2, 0, 0, 0, 1887, 50, 4, 1
28, 0, 377869, 1, 10, 0, 3, 0, 0, 1, 4064, 0, 25, 0, 0
36, 0, 102864, 3, 9, 2, 7, 1, 0, 1, 0, 0, 40, 0, 0
53, 0, 95647, 7, 5, 0, 6, 2, 0, 0, 0, 0, 50, 0, 0
56, 2, 303090, 1, 10, 0, 3, 2, 0, 0, 0, 0, 50, 0, 0
49, 4, 197371, 6, 11, 0, 1, 2, 4, 0, 0, 0, 40, 0, 1
55, 0, 247552, 1, 10, 0, 3, 2, 0, 0, 0, 0, 56, 0, 0
22, 0, 102632, 3, 9, 2, 1, 3, 0, 0, 0, 0, 41, 0, 0
21, 0, 199915, 1, 10, 2, 2, 1, 0, 1, 0, 0, 40, 0, 0
40, 0, 118853, 0, 13, 0, 4, 2, 0, 0, 0, 0, 60, 0, 0
30, 0, 77143, 0, 13, 2, 4, 1, 4, 0, 0, 0, 40, 5, 0
29, 5, 267989, 0, 13, 0, 5, 2, 0, 0, 0, 0, 50, 0, 1
19, 0, 301606, 1, 10, 2, 2, 1, 4, 0, 0, 0, 35, 0, 0
47, 0, 287828, 0, 13, 0, 4, 0, 0, 1, 0, 0, 40, 0, 1
20, 0, 111697, 1, 10, 2, 8, 1, 0, 1, 0, 1719, 28, 0, 0
31, 0, 114937, 5, 12, 0, 8, 2, 0, 0, 0, 0, 40, 0, 1
35, ?, 129305, 3, 9, 0, ?, 2, 0, 0, 0, 0, 40, 0, 0
39, 0, 365739, 1, 10, 1, 1, 3, 0, 0, 0, 0, 40, 0, 0
28, 0, 69621, 5, 12, 2, 3, 3, 0, 1, 0, 0, 60, 0, 0
24, 0, 43323, 3, 9, 2, 2, 3, 0, 1, 0, 1762, 40, 0, 0
38, 1, 120985, 3, 9, 0, 1, 2, 0, 0, 4386, 0, 35, 0, 0
37, 0, 254202, 0, 13, 0, 3, 2, 0, 0, 0, 0, 50, 0, 0
46, 0, 146195, 5, 12, 1, 0, 3, 4, 1, 0, 0, 36, 0, 0
38, 3, 125933, 10, 14, 0, 5, 2, 0, 0, 0, 0, 40, 13, 1
43, 1, 56920, 3, 9, 0, 1, 2, 0, 0, 0, 0, 60, 0, 0
27, 0, 163127, 6, 11, 0, 8, 0, 0, 1, 0, 0, 35, 0, 0
20, 0, 34310, 1, 10, 2, 3, 1, 0, 0, 0, 0, 20, 0, 0
49, 0, 81973, 1, 10, 0, 1, 2, 1, 0, 0, 0, 40, 0, 1
61, 2, 66614, 3, 9, 0, 1, 2, 0, 0, 0, 0, 40, 0, 0
27, 0, 232782, 1, 10, 2, 3, 1, 0, 1, 0, 0, 40, 0, 0
19, 0, 316868, 1, 10, 2, 2, 1, 0, 0, 0, 0, 30, 20, 0
45, 0, 196584, 6, 11, 2, 5, 3, 0, 1, 0, 1564, 40, 0, 1
70, 0, 105376, 1, 10, 2, 0, 4, 0, 0, 0, 0, 40, 0, 0
31, 0, 185814, 3, 9, 2, 10, 5, 4, 1, 0, 0, 30, 0, 0
22, 0, 175374, 1, 10, 0, 2, 2, 0, 0, 0, 0, 24, 0, 0
36, 0, 108293, 3, 9, 4, 2, 5, 0, 1, 0, 0, 24, 0, 0
64, 0, 181232, 2, 7, 0, 1, 2, 0, 0, 0, 2179, 40, 0, 0
43, ?, 174662, 1, 10, 1, ?, 3, 0, 1, 0, 0, 40, 0, 0
47, 4, 186009, 1, 10, 1, 8, 5, 0, 1, 0, 0, 38, 20, 0
34, 0, 198183, 3, 9, 2, 8, 3, 0, 1, 0, 0, 40, 0, 0
33, 0, 163003, 0, 13, 2, 4, 4, 1, 1, 0, 0, 40, 15, 0
21, 0, 296158, 3, 9, 2, 1, 1, 0, 0, 0, 0, 35, 0, 0
52, ?, 252903, 3, 9, 1, ?, 3, 0, 0, 0, 0, 45, 0, 1
48, 0, 187715, 3, 9, 0, 1, 2, 0, 0, 0, 0, 46, 0, 0
23, 0, 214542, 0, 13, 2, 6, 3, 0, 0, 0, 0, 40, 0, 0
71, 1, 494223, 1, 10, 3, 3, 5, 4, 0, 0, 1816, 2, 0, 0
29, 0, 191535, 3, 9, 1, 1, 3, 0, 0, 0, 0, 60, 0, 0
42, 0, 228456, 0, 13, 3, 2, 4, 4, 0, 0, 0, 50, 0, 0
68, ?, 38317, 11, 2, 1, ?, 3, 0, 1, 0, 0, 20, 0, 0
25, 0, 252752, 3, 9, 2, 2, 5, 0, 1, 0, 0, 40, 0, 0
44, 2, 78374, 10, 14, 1, 4, 5, 1, 1, 0, 0, 40, 0, 0
28, 0, 88419, 3, 9, 2, 4, 3, 1, 1, 0, 0, 40, 2, 0
45, 1, 201080, 10, 14, 0, 3, 2, 0, 0, 0, 0, 40, 0, 1
36, 0, 207157, 1, 10, 1, 2, 5, 0, 1, 0, 0, 40, 20, 0
39, 3, 235485, 5, 12, 2, 4, 3, 0, 0, 0, 0, 42, 0, 0
46, 5, 102628, 10, 14, 4, 12, 5, 0, 0, 0, 0, 40, 0, 0
18, 0, 25828, 2, 7, 2, 6, 1, 0, 0, 0, 0, 16, 0, 0
66, 4, 54826, 6, 11, 4, 5, 3, 0, 1, 0, 0, 20, 0, 0
27, 0, 124953, 3, 9, 2, 2, 3, 0, 0, 0, 1980, 40, 0, 0
28, 5, 175325, 3, 9, 0, 12, 2, 0, 0, 0, 0, 40, 0, 0
51, 0, 96062, 1, 10, 0, 3, 2, 0, 0, 0, 1977, 40, 0, 1
27, 0, 428030, 0, 13, 2, 1, 3, 0, 0, 0, 0, 50, 0, 0
28, 5, 149624, 0, 13, 0, 5, 2, 0, 0, 0, 0, 40, 0, 1
27, 0, 253814, 3, 9, 5, 3, 5, 0, 1, 0, 0, 25, 0, 0
21, 0, 312956, 3, 9, 2, 1, 1, 4, 0, 0, 0, 40, 0, 0
34, 0, 483777, 3, 9, 2, 6, 3, 4, 0, 0, 0, 40, 0, 0
18, 0, 183930, 3, 9, 2, 2, 1, 0, 0, 0, 0, 12, 0, 0
33, 0, 37274, 0, 13, 0, 5, 2, 0, 0, 0, 0, 65, 0, 0
44, 4, 181344, 1, 10, 0, 4, 2, 4, 0, 0, 0, 38, 0, 1
43, 0, 114580, 1, 10, 1, 8, 3, 0, 1, 0, 0, 40, 0, 0
30, 0, 633742, 1, 10, 2, 1, 3, 4, 0, 0, 0, 45, 0, 0
40, 0, 286370, 8, 4, 0, 7, 2, 0, 0, 0, 0, 40, 20, 1
37, 3, 29054, 1, 10, 0, 8, 2, 0, 0, 0, 0, 42, 0, 1
34, 0, 304030, 3, 9, 0, 8, 2, 4, 0, 0, 0, 40, 0, 0
41, 1, 143129, 0, 13, 1, 4, 3, 0, 1, 0, 0, 40, 0, 0
53, ?, 135105, 0, 13, 1, ?, 3, 0, 1, 0, 0, 50, 0, 0
31, 0, 99928, 10, 14, 0, 5, 0, 0, 1, 0, 0, 50, 0, 0
58, 5, 109567, 13, 16, 0, 5, 2, 0, 0, 0, 0, 1, 0, 1
38, 0, 155222, 1, 10, 1, 7, 3, 4, 1, 0, 0, 28, 0, 0
24, 0, 159567, 1, 10, 0, 7, 2, 0, 0, 0, 0, 40, 0, 0
41, 4, 523910, 0, 13, 0, 1, 2, 4, 0, 0, 0, 40, 0, 0
47, 0, 120939, 1, 10, 0, 0, 2, 0, 0, 0, 0, 45, 0, 0
41, 3, 130760, 0, 13, 0, 0, 2, 0, 0, 0, 0, 24, 0, 0
23, 0, 197387, 14, 3, 0, 10, 4, 0, 0, 0, 0, 40, 20, 0
36, 0, 99374, 1, 10, 1, 1, 3, 0, 0, 0, 0, 40, 0, 0
40, 3, 56795, 10, 14, 2, 4, 3, 0, 1, 14084, 0, 55, 0, 1
35, 0, 138992, 10, 14, 0, 5, 4, 0, 0, 7298, 0, 40, 0, 1
24, 1, 32921, 3, 9, 2, 3, 3, 0, 0, 0, 0, 40, 0, 0
26, 0, 397317, 10, 14, 2, 5, 3, 0, 1, 0, 1876, 40, 0, 0
19, ?, 170653, 3, 9, 2, ?, 1, 0, 0, 0, 0, 40, 16, 0
51, 0, 259323, 0, 13, 0, 4, 2, 0, 0, 0, 0, 50, 0, 1
42, 4, 254817, 1, 10, 2, 5, 3, 0, 1, 0, 1340, 40, 0, 0
37, 5, 48211, 3, 9, 1, 8, 5, 0, 1, 0, 0, 35, 0, 0
18, 0, 140164, 2, 7, 2, 3, 1, 0, 1, 0, 0, 40, 0, 0
36, 0, 128757, 0, 13, 0, 2, 2, 4, 0, 7298, 0, 36, 0, 1
35, 0, 36270, 3, 9, 1, 1, 3, 0, 0, 0, 0, 60, 0, 0
58, 2, 210563, 3, 9, 0, 3, 0, 0, 1, 15024, 0, 35, 0, 1
17, 0, 65368, 2, 7, 2, 3, 1, 0, 1, 0, 0, 12, 0, 0
44, 4, 160943, 3, 9, 0, 10, 2, 4, 0, 0, 0, 40, 0, 0
37, 0, 208358, 3, 9, 0, 1, 2, 0, 0, 0, 0, 40, 0, 1
35, 0, 153790, 1, 10, 2, 3, 3, 2, 1, 0, 0, 40, 0, 0
60, 0, 85815, 3, 9, 0, 1, 2, 1, 0, 0, 0, 40, 0, 0
54, 2, 125417, 8, 4, 0, 7, 2, 0, 0, 0, 0, 40, 0, 1
37, 0, 635913, 0, 13, 2, 4, 3, 4, 0, 0, 0, 60, 0, 1
50, 0, 313321, 5, 12, 1, 3, 3, 0, 1, 0, 0, 40, 0, 0
38, 0, 182609, 0, 13, 0, 3, 2, 0, 0, 0, 0, 50, 17, 0
45, 0, 109434, 0, 13, 0, 5, 2, 0, 0, 0, 0, 55, 0, 0
25, 0, 255004, 12, 6, 2, 1, 3, 0, 0, 0, 0, 40, 0, 0
31, 0, 197860, 1, 10, 0, 6, 2, 0, 0, 0, 0, 40, 0, 0
64, ?, 187656, 11, 2, 1, ?, 3, 0, 0, 0, 0, 40, 0, 0
90, 0, 51744, 3, 9, 2, 2, 3, 4, 0, 0, 2206, 40, 0, 0
54, 0, 176681, 3, 9, 0, 8, 2, 4, 0, 0, 0, 20, 0, 0
53, 4, 140359, 15, 1, 2, 7, 3, 0, 1, 0, 0, 35, 0, 0
18, 0, 243313, 3, 9, 2, 3, 1, 0, 1, 0, 0, 40, 0, 0
60, ?, 24215, 12, 6, 1, ?, 3, 2, 1, 0, 0, 10, 0, 0
66, 1, 167687, 3, 9, 0, 9, 2, 0, 0, 1409, 0, 50, 0, 0
75, 0, 314209, 6, 11, 4, 8, 3, 0, 1, 0, 0, 20, 29, 0
65, 0, 176796, 3, 9, 1, 8, 3, 0, 1, 0, 0, 40, 0, 0
35, 0, 538583, 2, 7, 3, 10, 3, 4, 0, 3674, 0, 40, 0, 0
41, 0, 130408, 3, 9, 1, 3, 5, 4, 1, 0, 0, 38, 0, 0
25, 0, 159732, 1, 10, 2, 8, 3, 0, 0, 0, 0, 42, 0, 0
33, 0, 110978, 1, 10, 1, 1, 4, 3, 1, 0, 0, 40, 0, 0
28, 0, 76714, 4, 15, 2, 5, 3, 0, 0, 0, 0, 55, 0, 1
59, 5, 268700, 3, 9, 0, 2, 2, 0, 0, 0, 0, 40, 0, 0
40, 5, 170525, 1, 10, 2, 8, 3, 0, 1, 0, 0, 38, 0, 0
41, 0, 180138, 0, 13, 0, 4, 2, 0, 0, 0, 0, 50, 13, 1
38, 4, 115076, 10, 14, 0, 4, 2, 0, 0, 0, 0, 70, 0, 1
23, 0, 115458, 3, 9, 2, 10, 1, 0, 0, 0, 0, 40, 0, 0
40, 0, 347890, 0, 13, 0, 5, 2, 0, 0, 0, 0, 40, 0, 1
41, 1, 196001, 3, 9, 0, 2, 0, 0, 1, 0, 0, 20, 0, 0
24, 5, 273905, 5, 12, 0, 12, 2, 0, 0, 0, 0, 50, 0, 0
20, ?, 119156, 1, 10, 2, ?, 1, 0, 0, 0, 0, 20, 0, 0
38, 0, 179488, 1, 10, 1, 1, 3, 0, 0, 0, 1741, 40, 0, 0
56, 0, 203580, 3, 9, 0, 8, 2, 0, 0, 0, 0, 35, ?, 0
58, 0, 236596, 3, 9, 0, 8, 2, 0, 0, 0, 0, 45, 0, 1
32, 0, 183916, 3, 9, 2, 2, 3, 0, 1, 0, 0, 34, 0, 0
40, 0, 207578, 5, 12, 0, 0, 2, 0, 0, 0, 1977, 60, 0, 1
45, 0, 153141, 3, 9, 0, 8, 2, 0, 0, 0, 0, 40, ?, 0
41, 0, 112763, 4, 15, 0, 5, 0, 0, 1, 0, 0, 40, 0, 1
42, 0, 390781, 0, 13, 0, 8, 0, 4, 1, 0, 0, 40, 0, 0
59, 4, 171328, 12, 6, 4, 2, 5, 4, 1, 0, 0, 30, 0, 0
19, 4, 27382, 1, 10, 2, 8, 1, 0, 0, 0, 0, 40, 0, 0
58, 0, 259014, 1, 10, 2, 10, 3, 0, 0, 0, 0, 20, 0, 0
42, 1, 303044, 3, 9, 0, 9, 2, 1, 0, 0, 0, 40, 1, 1
20, 0, 117789, 3, 9, 2, 2, 1, 0, 1, 0, 0, 40, 0, 0
32, 0, 172579, 3, 9, 3, 2, 3, 0, 1, 0, 0, 30, 0, 0
45, 0, 187666, 6, 11, 4, 4, 3, 0, 1, 0, 0, 45, 0, 0
50, 0, 204518, 8, 4, 1, 1, 3, 0, 0, 0, 0, 40, 0, 0
36, 0, 150042, 0, 13, 1, 5, 1, 0, 1, 0, 0, 40, 0, 0
45, 0, 98092, 3, 9, 0, 3, 2, 0, 0, 0, 0, 60, 0, 0
17, 0, 245918, 2, 7, 2, 2, 1, 0, 0, 0, 0, 12, 0, 0
59, 0, 146013, 1, 10, 0, 3, 2, 0, 0, 4064, 0, 40, 0, 0
26, 0, 378322, 2, 7, 0, 1, 2, 0, 0, 0, 0, 40, 0, 0
37, 2, 257295, 1, 10, 0, 4, 2, 1, 0, 0, 0, 75, 34, 1
19, ?, 218956, 1, 10, 2, ?, 1, 0, 0, 0, 0, 24, 4, 0
64, 0, 21174, 3, 9, 0, 4, 2, 0, 0, 0, 0, 40, 0, 1
33, 0, 185480, 0, 13, 2, 5, 3, 0, 1, 0, 0, 45, 0, 0
33, 0, 222205, 3, 9, 0, 1, 0, 0, 1, 0, 0, 40, 0, 1
61, 0, 69867, 3, 9, 0, 4, 2, 0, 0, 0, 0, 40, 0, 1
17, 0, 191260, 7, 5, 2, 2, 1, 0, 0, 1055, 0, 24, 0, 0
50, 1, 30653, 10, 14, 0, 9, 2, 0, 0, 2407, 0, 98, 0, 0
27, 4, 209109, 10, 14, 2, 5, 1, 0, 0, 0, 0, 35, 0, 0
30, 0, 70377, 3, 9, 1, 5, 1, 0, 1, 0, 0, 40, 0, 0
43, 0, 477983, 3, 9, 0, 6, 2, 4, 0, 0, 0, 40, 0, 0
44, 0, 170924, 1, 10, 0, 1, 2, 0, 0, 7298, 0, 40, 0, 1
35, 0, 190174, 1, 10, 2, 4, 3, 0, 1, 0, 0, 40, 0, 0
25, 0, 193787, 1, 10, 2, 0, 1, 0, 1, 0, 0, 40, 0, 0
24, 0, 279472, 1, 10, 0, 7, 0, 0, 1, 7298, 0, 48, 0, 1
22, 0, 34918, 0, 13, 2, 5, 3, 0, 1, 0, 0, 15, 5, 0
42, 4, 97688, 1, 10, 0, 1, 2, 0, 0, 5178, 0, 40, 0, 1
34, 0, 175413, 5, 12, 1, 3, 5, 4, 1, 0, 0, 45, 0, 0
60, 0, 173960, 0, 13, 1, 5, 3, 0, 1, 0, 0, 42, 0, 0
21, 0, 205759, 3, 9, 2, 6, 1, 0, 0, 0, 0, 40, 0, 0
57, 3, 425161, 10, 14, 0, 3, 2, 0, 0, 15024, 0, 40, 0, 1
41, 0, 220531, 4, 15, 0, 5, 2, 0, 0, 0, 0, 60, 0, 1
50, 0, 176609, 1, 10, 1, 2, 3, 0, 0, 0, 0, 45, 0, 0
25, 0, 371987, 0, 13, 2, 4, 3, 0, 1, 0, 0, 40, 0, 0
50, 0, 193884, 8, 4, 0, 1, 2, 0, 0, 0, 0, 40, 26, 0
36, 0, 200352, 0, 13, 0, 5, 2, 0, 0, 0, 0, 45, 0, 0
31, 0, 127595, 3, 9, 1, 5, 3, 0, 1, 0, 0, 40, 0, 0
29, 4, 220419, 0, 13, 2, 12, 3, 0, 0, 0, 0, 56, 0, 0
21, 0, 231931, 1, 10, 2, 3, 1, 0, 0, 0, 0, 45, 0, 0
27, 0, 248402, 0, 13, 2, 0, 5, 4, 1, 0, 0, 40, 0, 0
65, 0, 111095, 3, 9, 0, 10, 2, 0, 0, 0, 0, 16, 0, 0
37, 2, 57424, 0, 13, 1, 3, 3, 0, 1, 0, 0, 60, 0, 0
39, ?, 157443, 10, 14, 0, ?, 0, 1, 1, 3464, 0, 40, ?, 0
24, 0, 278130, 3, 9, 2, 1, 1, 0, 0, 0, 0, 40, 0, 0
38, 0, 169469, 3, 9, 1, 3, 3, 0, 0, 0, 0, 80, 0, 0
48, 0, 146268, 0, 13, 0, 8, 2, 0, 0, 7688, 0, 40, 0, 1
21, 0, 153718, 1, 10, 2, 2, 3, 1, 1, 0, 0, 25, 0, 0
31, 0, 217460, 3, 9, 0, 10, 2, 0, 0, 0, 0, 45, 0, 1
55, 0, 238638, 3, 9, 0, 3, 2, 0, 0, 4386, 0, 40, 0, 1
24, 0, 303296, 1, 10, 0, 8, 0, 1, 1, 0, 0, 40, 25, 0
43, 0, 173321, 3, 9, 1, 8, 3, 0, 1, 0, 0, 40, 0, 0
26, 0, 193945, 5, 12, 2, 0, 3, 0, 0, 0, 0, 45, 0, 0
46, 0, 83082, 5, 12, 2, 5, 3, 0, 1, 0, 0, 33, 0, 0
35, 0, 193815, 5, 12, 0, 8, 2, 0, 0, 0, 0, 40, 0, 1
41, 2, 34987, 1, 10, 0, 9, 2, 0, 0, 0, 0, 54, 0, 1
